 Platform,ShopName,Reputation,CreateShopTime,Provinces,City,Zone,Brand,PropertiesOne,PropertiesTwo,PropertiesThree,PropertiesFour,PropertiesFive,Title,StoreActivity,Price,PromotionPrice,PenNuitPrice,GuestUintPrice,PeopleNumber,Sale,SalePrice,NumberOfComment,CollectNumber,BabyID,ShopID,UnderTime,BabyLink,Year,Month,UNIXTime,AttributeOne,AttributeTwo,Class,重量(g):,工艺:,形状:,系列:
天猫,乐奈旗舰店,天猫卖家,,上海,上海,上海,乐奈,卖家未填,800,卖家未填,卖家未填,曲奇西饼800g,买2送1 乐奈整箱进口黄油蔓越莓曲奇饼干800g零食品年货大礼包,,226,39.5,39.5,84,11834,25165,"994,018",64876,49195,41333889553,68130401,,点击查看,1900,,,品牌:?乐奈,生产许可证编号:320524011870==产品标准号:GB/T 20977-2007==厂名:苏州北纬拾贰度食品有限公司==厂址:江苏省苏州市太仓市城厢镇东仓北路188号==厂家联系方式:05125358015==配料表:小麦粉、黄油、奶油、植物油、白砂糖、鸡蛋、蔓越莓干==储藏方法:常温保存，避免阳光直射==保质期:270 天==产品名称:乐奈 曲奇西饼800g==包装方式:包装==重量(g):800==糕点种类:曲奇饼干==品牌:乐奈==系列:曲奇西饼800g==热销系列:组合系列==是否含糖:含糖==是否为有机食品:否==产地:中国大陆==省份:江苏省==口味:蔓越莓味==,,,,,
淘宝,小优美食,金冠卖家,2012/1/27,上海,上海,上海,咪咪,卖家未填,500,卖家未填,卖家未填,咪咪虾条,年货礼盒零食大礼包 进口食品送女友情人节礼品  30包零食组合,78.00元/500g,78,38.8,38.8,54.4,17966,25191,"977,411",5921,4279,43116822154,70310120,2015/1/26 15:54,点击查看,2012,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422258888000&starts=1421654088000&item_id=43116822154&user_tag=337211392&old_quantity=17043&zhichong=true&sold_total_num=16&seller_num_id=823412387&dk=0&title=%C4%EA%BB%F5%C0%F1%BA%D0%C1%E3%CA%B3%B4%F3%C0%F1%B0%FC+%BD%F8%BF%DA%CA%B3%C6%B7%CB%CD%C5%AE%D3%D1%C7%E9%C8%CB%BD%DA%C0%F1%C6%B7++30%B0%FC%C1%E3%CA%B3%D7%E9%BA%CF&sbn=fc5ffb56e4bd4a7cf5e20557f88520cf&isTKA=false&msc=1,品牌: 咪咪,生产许可证编号:440512010220==产品标准号:GB/T22699==厂名:鹤壁市未来食品有限公司==厂址:浚县善堂镇寨外村南54号==厂家联系方式:852-26052586==配料表:小麦粉、食用植物油、白砂糖、食盐、虾粉、葱头、蒜头==储藏方法:放置于阴凉干燥处==保质期:365==食品添加剂:见外包装==产品名称:咪咪 咪咪虾条==包装方式: 包装==品牌: 咪咪==系列: 咪咪虾条==重量(g): 500==产地: 中国大陆==省份: 广东省==,,,,,
天猫,金冠食品旗舰店,天猫卖家,,湖北,武汉,湖北武汉,GOLDEN CROWN/金冠,卖家未填,936,卖家未填,卖家未填,黑糖话梅系列,金冠正品黑糖话梅糖婚庆年货喜糖果办公室儿时小零食品两联包468g,,92.5,48.8,48.8,674.2,1418,19590,"955,992",23287,9025,19305722833,69997958,,点击查看,1900,,,品牌:?金冠,生产许可证编号:350513010124==产品标准号:SB/T10018==厂名:金冠（中国）食品有限公司==厂址:晋江市新塘街道湖格工业区==厂家联系方式:400-6768-999==配料表:白砂糖.赤砂糖.葡萄糖浆.话梅干.奶油.炼乳.食盐.食品添加剂（磷脂）==储藏方法:放在阴凉通风干爽的地方，避免高温、潮==保质期:365 天==食品添加剂:磷脂，蔗糖脂肪酸酯，焦糖色==产品:其他/other==包装方式:包装==包装种类:袋装==重量(g):936==品牌:金冠==系列:黑糖话梅系列==是否含糖:含糖==产地:中国大陆==省份:福建省==城市:泉州市==是否为有机食品:否==,,,,,
天猫,昊聚食品专营店,天猫卖家,,上海,上海,上海,昊聚德,卖家未填,2080,卖家未填,卖家未填,国产零食礼盒,昊聚德年货礼盒进口零食大礼包巧克力/饼干/糖果/春节送礼物食品,,268,116,116,340.7,2790,8195,"950,620",1853,3380,42885395471,73073908,,点击查看,1900,,,品牌:?昊聚德,生产许可证编号:330118010332==厂名:临安益发食品有限公司==厂址:杭州市临安市龙岗镇无他村==厂家联系方式:021-38681066==配料表:饼干、巧克力、栗子、瓜子==储藏方法:请置于干燥阴凉处==保质期:365 天==食品添加剂:无==包装方式:包装==商品条形码:6935052580429==重量(g):2080==品牌:昊聚德==系列:国产零食礼盒==是否含糖:含糖==是否为有机食品:否==产地:中国大陆==省份:上海==是否进口:国产==,,,,,
天猫,卡可芙旗舰店,天猫卖家,,上海,上海,上海,Cakove/卡可芙,松露巧克力,408,手工,松露型,披覆松露巧克力408克,卡可芙进口料8口味408克黑松露巧克力年货零食品礼盒（代可可脂）,,89.8,17.8,17.8,58.9,16094,53261,"948,046",387269,150199,35325802121,100214801,,点击查看,1900,,,品牌:?Cakove/卡可芙,生产许可证编号:320513010265==厂名:太仓市妮可食品有限公司==厂址:江苏省苏州市太仓市人民北路、北京西路北郊工业园==厂家联系方式:0512-53239722==保质期:365 天==产品名称:Cakove/卡可芙 披覆松露巧...==包装方式:包装==包装种类:礼盒装==品牌:Cakove/卡可芙==系列:披覆松露巧克力408克==重量(g):408==巧克力品类:松露巧克力==是否含糖:含糖==产地:中国大陆==省份:江苏省==城市:太仓市==是否含有代可可脂:是==成分含量:31%(含)-60%(含)==巧克力制作工艺:手工==形状:松露型==,,,,,
天猫,零趣食品专营店,天猫卖家,,福建,泉州,福建泉州,卡通派,卖家未填,2000,卖家未填,卖家未填,卡通派肉松饼整箱,卡通派肉松饼整箱 特产批发糕点美零食品小吃饼干年货大礼包礼盒,,98,45.8,45.8,172.2,5467,20555,"941,419",6787,5458,41124556068,103715408,,点击查看,1900,,,品牌:?卡通派,生产许可证编号:350524010636==厂名:福建天线宝宝食品股份有限公司==厂址:1.福建泉州市泉港区界山工业区沿海大通道旁2.福建泉州市泉港区普安工业区==厂家联系方式:4000059930==配料表:小麦粉、肉松、绿豆、白砂糖、水、淀粉、植物油、食盐==储藏方法:阴凉处避光保存==保质期:180 天==食品添加剂:见包装==包装方式:包装==品牌:卡通派==系列:卡通派肉松饼整箱==糕点种类:肉松饼==重量(g):2000==产地:中国大陆==省份:福建省==城市:泉州市==,,,,,
淘宝,小铭铭99,皇冠卖家,2009/10/12,浙江,杭州,浙江杭州,NOVOR/诺梵,果仁巧克力,405,手工,松露型,松露巧克力405克8口味,【买二送一囤年货】诺梵8口味405克夹心巧克力代可可脂年货礼盒装,196.30元/500g,159,19.9,19.9,51.9,17879,46635,"928,037",7502,13419,42705827176,59494152,2015/1/23 14:16,点击查看,2009,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1421993780000&starts=1421388980000&item_id=42705827176&user_tag=504983552&old_quantity=95802&zhichong=true&sold_total_num=16&seller_num_id=141236215&dk=0&title=%A1%BE%C2%F2%B6%FE%CB%CD%D2%BB%B6%DA%C4%EA%BB%F5%A1%BF%C5%B5%E8%F38%BF%DA%CE%B6405%BF%CB%BC%D0%D0%C4%C7%C9%BF%CB%C1%A6%B4%FA%BF%C9%BF%C9%D6%AC%C4%EA%BB%F5%C0%F1%BA%D0%D7%B0&sbn=8ea7a9d085cb18ed2c91e0ea7f9a6a24&isTKA=false&msc=1,品牌: 诺梵,生产许可证编号:330113010269==产品标准号:==厂名:杭州顶莱食品有限公司==厂址:杭州市余杭区良渚街道运河村==厂家联系方式:0571-88761891==配料表:白砂糖、（部分氢化）植物油、可可粉、可可脂、可可液块、全脂奶粉、抹茶粉、椰蓉、面包碎、奥利奥碎。==储藏方法:低于25度通风处==保质期:180==食品添加剂:乳化剂（磷脂）、香兰素、食用香精==包装方式: 包装==包装种类: 礼盒装==品牌: 诺梵==系列: 松露巧克力405克8口味==重量(g): 405==巧克力品类: 果仁巧克力==是否含糖: 含糖==产地: 中国大陆==省份: 浙江省==城市: 杭州市==是否含有代可可脂: 是==成分含量: 31%(含)-60%(含)==巧克力制作工艺: 手工==形状: 松露型==,,,,,
天猫,潮昂食品专营店,天猫卖家,,云南,昆明,云南昆明,YUMMYHi/丫眯乐,鲜花饼,400,卖家未填,卖家未填,玫瑰鲜花饼（烘烤类糕点）400g,礼盒10枚装丫眯乐鲜花饼云南特产玫瑰饼休闲零食糕点春节年货送礼,"满78元,包邮",48,22.8,22.8,71.9,11534,36382,"829,510",68484,50142,16661666360,61978591,,点击查看,1900,,,品牌:?YUMMYHi/丫眯乐,生产许可证编号:530424010407==厂名:玉溪丫眯绿色休闲食品有限公司==厂址:玉溪江川县九溪镇大营街==厂家联系方式:0871-64571881==配料表:小麦粉、食用猪油、食用玫瑰花、蜂蜜、白砂糖、冬瓜蓉、麦芽糖浆、食用盐==保质期:90 天==食品添加剂:无==产品名称:YUMMYHi/丫眯乐 玫瑰鲜花...==包装方式:包装==品牌:YUMMYHi/丫眯乐==系列:玫瑰鲜花饼（烘烤类糕点）400g==糕点种类:鲜花饼==重量(g):400==口味:甜味==特产品类:鲜花饼==是否含糖:含糖==是否为有机食品:否==产地:中国大陆==省份:云南省==城市:昆明市==,,,,,
淘宝,墨镜哥干果店,金牌卖家,2011/11/5,江苏,苏州,江苏苏州,友臣,卖家未填,2500,卖家未填,卖家未填,肉松饼2500g,正宗友臣肉松饼整箱2.5kg福建特产零食年货糕点心5斤特价包邮批发,14.36元/500g,71.8,69.8,69.8,113.6,7296,11879,"829,154",13195,35003,22893248715,69521970,2015/1/23 16:59,点击查看,2011,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422003541000&starts=1421398741000&item_id=22893248715&user_tag=337203200&old_quantity=260278&zhichong=true&sold_total_num=16&seller_num_id=785488883&dk=0&title=%D5%FD%D7%DA%D3%D1%B3%BC%C8%E2%CB%C9%B1%FD%D5%FB%CF%E42.5kg%B8%A3%BD%A8%CC%D8%B2%FA%C1%E3%CA%B3%C4%EA%BB%F5%B8%E2%B5%E3%D0%C45%BD%EF%CC%D8%BC%DB%B0%FC%D3%CA%C5%FA%B7%A2&sbn=4d1a3a937ecbf7afce4749178bebb70f&isTKA=false&msc=1,品牌: 友臣,生产许可证编号:350524010687==产品标准号:==厂名:友臣（福建）食品有限公司==厂址:晋江市紫帽镇浯垵村==厂家联系方式:0595-28767778==配料表:小麦粉 肉松 绿豆 白糖 水等==储藏方法:置于阴凉干燥处==保质期:180==食品添加剂:山梨酸钾 食用香精香料等==产品名称:友臣 肉松饼2500g==包装方式: 包装==品牌: 友臣==系列: 肉松饼2500g==商品条形码: 6958620700005==糕点种类: 肉松饼==重量(g): 2500==口味: 甜味==是否含糖: 含糖==是否为有机食品: 否==产地: 中国大陆==省份: 福建省==城市: 泉州市==,,,,,
天猫,万市香旗舰店,天猫卖家,,福建,漳州,福建漳州,万市香,卖家未填,180,卖家未填,卖家未填,星空棒棒糖,美国创意星际星球星空棒棒糖果喜糖情人节礼物零食年货10支礼盒,,75,39,39,48.4,17032,21134,"824,226",9249,11773,43205069384,111277281,,点击查看,1900,,,品牌:?万市香,生产许可证编号:350613010015==产品标准号:SB/T10018==厂名:旺兴食品(漳州)有限公司==厂址:南靖县山城镇三卞闽星生态园项目区16号D幢==厂家联系方式:4001009096==配料表:玉米糖浆、白砂糖==储藏方法:阴凉干燥处==保质期:365 天==食品添加剂:见包装==产品:棒棒糖==包装方式:包装==包装种类:盒装==商品条形码:0000000000000==重量(g):180==品牌:万市香==系列:星空棒棒糖==是否含糖:含糖==产地:中国大陆==省份:福建省==城市:漳州市==口味:水蜜桃味综合果味==是否为有机食品:否==,,,,,
天猫,淘豆食品专营店,天猫卖家,,江苏,苏州,江苏苏州,一定红,其他/other,500,非手工,排块,麦片巧克力500g,一定红燕麦巧克力500g糖果巧克力零食品年货（代可可脂）,"满68元,包邮",12.9,9.9,9.9,25.3,31425,80315,"795,119",336709,74696,35459898730,101497926,,点击查看,1900,,,品牌:?一定红,产品标准号:SB/T10402==厂名:晋江市连天红食品有限责任公司==厂址:晋江市罗山社店田内工业区==厂家联系方式:0512-66377777==配料表:麦片，小麦粉，玉米粉，大豆粉，麦芽精，碳酸钙，白砂糖，葡萄糖，代可可脂，植脂末，葡萄糖浆，精炼植物油（部分氢化）麦芽糊精，食用盐，==储藏方法:置于阴凉干燥处，避免阳光直射==保质期:365 天==食品添加剂:磷脂==产品名称:一定红 麦片巧克力500g==包装方式:包装==包装种类:袋装==品牌:一定红==系列:麦片巧克力500g==重量(g):500==巧克力品类:其他/other==巧克力价格:10-20元==是否含糖:含糖==产地:中国大陆==省份:福建省==城市:泉州市==是否含有代可可脂:是==巧克力制作工艺:非手工==形状:排块==,,,,,
天猫,乐奈旗舰店,天猫卖家,,上海,上海,上海,乐奈,卖家未填,600,卖家未填,卖家未填,600克曲奇礼盒,乐奈 黄油曲奇饼干600g蔓越莓/海苔肉松/巧克力年货零食大礼包,,168,29.9,29.9,943.2,780,24604,"735,660",17809,8007,36717482062,68130401,,点击查看,1900,,,品牌:?乐奈,生产许可证编号:320524011870==厂名:北纬拾贰度食品有限公司==厂址:苏州市太仓市城厢镇东仓北路188号==厂家联系方式:0512-53562772==配料表:新西兰进口黄油、细砂糖、面粉、新鲜草鸡蛋==储藏方法:常温密封储存==保质期:270 天==产品名称:乐奈 600克曲奇礼盒==包装方式:包装==重量(g):600==糕点种类:曲奇饼干==品牌:乐奈==系列:600克曲奇礼盒==热销系列:组合系列==是否含糖:含糖==是否为有机食品:否==产地:中国大陆==省份:江苏省==口味:多口味==,,,,,
天猫,味滋源食品专营店,天猫卖家,,安徽,合肥,安徽合肥,Musiney/慕丝妮,卖家未填,2000,卖家未填,卖家未填,肉松饼2000g套装,慕丝妮肉松饼整箱2000g 约60个传统糕点 年货零食大礼包特产小吃,"满69元减3元,包邮",108,39.9,39.9,64.1,11403,18320,"730,968",55176,26881,39876587276,111145685,,点击查看,1900,,,品牌:?Musiney/慕丝妮,生产许可证编号:350624010007==产品标准号:GB/T20977==厂名:龙海市老顾客食品有限公司==厂址:龙海市海澄工业区==厂家联系方式:0592-5039220==配料表:小麦粉、绿豆、肉松、白糖、水、淀粉、植物油、盐。==储藏方法:常温阴凉干燥处，避免阳光直射，开封后请尽快食用==保质期:180 天==食品添加剂:山梨糖醇液、脱氢乙酸钠、山梨酸钾、食用香精香料==包装方式:包装==品牌:Musiney/慕丝妮==系列:肉松饼2000g套装==商品条形码:6932035200022==糕点种类:肉松饼==重量(g):2000==口味:甜味==是否含糖:含糖==是否为有机食品:否==产地:中国大陆==省份:福建省==城市:漳州市==,,,,,
淘宝,小铭铭99,皇冠卖家,2009/10/12,浙江,杭州,浙江杭州,NOVOR/诺梵,果仁巧克力,810,手工,松露型,800克松露巧克力,二盒装【买二送一囤年货】诺梵裹腹夹心松露巧克力代可可脂礼盒装,184.57元/500g,299,35.9,35.9,67,10318,19255,"691,255",8255,15837,41868378624,59494152,2015/1/22 21:47,点击查看,2009,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1421934442000&starts=1421329642000&item_id=41868378624&user_tag=504983552&old_quantity=120790&zhichong=true&sold_total_num=16&seller_num_id=141236215&dk=0&title=%B6%FE%BA%D0%D7%B0%A1%BE%C2%F2%B6%FE%CB%CD%D2%BB%B6%DA%C4%EA%BB%F5%A1%BF%C5%B5%E8%F3%B9%FC%B8%B9%BC%D0%D0%C4%CB%C9%C2%B6%C7%C9%BF%CB%C1%A6%B4%FA%BF%C9%BF%C9%D6%AC%C0%F1%BA%D0%D7%B0&sbn=9da0ddb5946155d8756599f7eccd9832&isTKA=false&msc=1,品牌: 诺梵,生产许可证编号:330113010269==产品标准号:==厂名:杭州顶莱食品有限公司==厂址:杭州市余杭区良渚街道沈港路16号==厂家联系方式:0571-88761891==配料表:白砂糖、（部分氢化）植物油、可可粉、可可脂、可可液块、全脂奶粉、抹茶粉、椰蓉、面包碎、奥利奥碎。==储藏方法:低于25度通风处==保质期:180==食品添加剂:乳化剂（磷脂）、香兰素、食用香精==产品名称:诺梵 800克松露巧克力==包装方式: 包装==包装种类: 礼盒装==品牌: 诺梵==系列: 800克松露巧克力==重量(g): 810==巧克力品类: 果仁巧克力==巧克力价格: 100-200元==是否含糖: 含糖==产地: 中国大陆==省份: 浙江省==城市: 杭州市==是否含有代可可脂: 是==成分含量: 31%(含)-60%(含)==巧克力制作工艺: 手工==形状: 松露型==,,,,,
天猫,依蒂安斯旗舰店,天猫卖家,,上海,上海,上海,Ideans/依蒂安斯,松露巧克力,400,手工,松露型,松露巧克力（八合一）,手工黑松露巧克力礼盒年货进口料依蒂安斯零食8口味400g食品吃的,,72.5,19.9,19.9,52.8,12992,34456,"685,674",129384,77270,18007475010,69022211,,点击查看,1900,,,品牌:?Ideans/依蒂安斯,生产许可证编号:311613010131==产品标准号:GB/T19343==厂名:上海昌臣食品有限公司==厂址:上海市金山区朱泾镇万枫公路255号2幢==厂家联系方式:021-67229177==配料表:糖 可可脂 可可液块 全脂奶粉 软性植物油脂  黄油 鲜奶==储藏方法:请置于阴凉干燥处≤22°C==保质期:360 天==食品添加剂:卵磷脂 香兰素==产品名称:Ideans/依蒂安斯 松露巧克...==包装方式:包装==包装种类:礼盒装==品牌:Ideans/依蒂安斯==系列:松露巧克力（八合一）==重量(g):400==巧克力品类:松露巧克力==是否含糖:含糖==产地:中国大陆==省份:上海==是否含有代可可脂:否==成分含量:30%以下==巧克力制作工艺:手工==形状:松露型==,,,,,
天猫,多臣食品专营店,天猫卖家,,广东,广州,广东广州,GOLDEN CROWN/金冠,卖家未填,468,卖家未填,卖家未填,黑糖话梅糖,喜糖正宗金冠黑糖话梅糖年货零食黑糖话梅硬糖468g毛重约500g糖果,"满48元,包邮；满58元,包邮,赠:小清新药丸笔",36.8,25.8,25.8,50.7,13423,26377,"680,527",52061,49854,12354790450,67232073,,点击查看,1900,,,品牌:?金冠,生产许可证编号:350513010124==产品标准号:SB/T10018==厂名:金冠（中国）食品有限公司==厂址:晋江市新塘街道湖格工业区==厂家联系方式:4006768999==配料表:白砂糖、赤砂糖、葡萄糖浆、无水奶油、话梅干、炼乳等==储藏方法:请置于阴凉干燥处，避免日晒==保质期:360 天==食品添加剂:以实物外包装为准==产品名称:金冠 黑糖话梅糖 468克==产品:喜糖==包装方式:包装==包装种类:袋装==重量(g):468==品牌:金冠==系列:黑糖话梅糖==规格:468克==是否含糖:含糖==产地:中国大陆==省份:福建省==城市:泉州市==口味:黑糖话梅味==是否为有机食品:否==,,,,,
淘宝,伊品仙,金冠卖家,2010/3/6,上海,上海,上海,山野仁,卖家未填,550,卖家未填,卖家未填,卖家未填,30包送女友情人节生日年货零食大礼包一箱的约550g儿童套餐组合,36.27元/500g,39.9,29.9,29.9,51.8,13100,22693,"678,521",4887,3532,43214130615,60663144,2015/1/26 15:09,点击查看,2010,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422256151000&starts=1421651351000&item_id=43214130615&user_tag=471429120&old_quantity=100005&zhichong=true&sold_total_num=16&seller_num_id=378880731&dk=0&title=30%B0%FC%CB%CD%C5%AE%D3%D1%C7%E9%C8%CB%BD%DA%C9%FA%C8%D5%C4%EA%BB%F5%C1%E3%CA%B3%B4%F3%C0%F1%B0%FC%D2%BB%CF%E4%B5%C4%D4%BC550g%B6%F9%CD%AF%CC%D7%B2%CD%D7%E9%BA%CF&sbn=6f92604206f703581042565c64af63f2&isTKA=false&msc=1,品牌: 山野仁,生产许可证编号:410117020105==产品标准号:==厂名:上海山野仁商贸有限公司==厂址:上海市嘉定区曹安公路==厂家联系方式:021-59557218==配料表:植物油、豆鼓、辣椒、味精、白砂糖、食用盐、牛肉粉、食用香精==储藏方法:阴凉干燥处，避免阳光直射==保质期:365==食品添加剂:见包装==包装方式: 包装==重量(g): 550==品牌: 山野仁==是否含糖: 含糖==是否为有机食品: 否==产地: 中国大陆==省份: 上海==,,,,,
全球购,酸甜姐姐,全球购优选商家,2007/10/13,广东,广州,广东广州,BOURBON/布尔本,卖家未填,320,卖家未填,卖家未填,什锦曲奇饼,【淘金币年货】进口饼干 布尔本德式什锦奶油曲奇饼干礼盒60枚,125.00元/500g,80,44.5,44.5,133.3,4879,14618,"650,501",5558,71859,4138106771,34932381,2015/1/27 16:10,点击查看,2007,,http://detailskip.taobao.com/json/show_buyer_list.htm?step=false&bid_page=1&page_size=15&item_type=b&ends=1422346201000&starts=1421741401000&item_id=4138106771&user_tag=471429136&old_quantity=29611&zhichong=true&sold_total_num=16&seller_num_id=73080899&dk=0&title=%A1%BE%CC%D4%BD%F0%B1%D2%C4%EA%BB%F5%A1%BF%BD%F8%BF%DA%B1%FD%B8%C9+%B2%BC%B6%FB%B1%BE%B5%C2%CA%BD%CA%B2%BD%F5%C4%CC%D3%CD%C7%FA%C6%E6%B1%FD%B8%C9%C0%F1%BA%D060%C3%B6&sbn=4e906b8a3faee007972872775be2afb8&isTKA=false&msc=2,品牌: BOURBON/布尔本,生产许可证编号:==产品标准号:==厂名:日本布尔本株式会社==厂址:新谢县柏琦市==厂家联系方式:0257 28 5600==配料表:小麦粉、砂糖、黄油、玉米淀粉..==储藏方法:阴凉干燥处==保质期:365==食品添加剂:无==产品名称:BOURBON/布尔本什锦曲奇==包装方式: 包装==重量(g): 320==糕点种类: 曲奇饼干==品牌: BOURBON/布尔本==系列: 什锦曲奇饼==热销系列: 组合系列==是否含糖: 含糖==产地: 日本==,,,,,
天猫,长沙雄越食品专营店,天猫卖家,,湖南,长沙,湖南长沙,雅伯,卖家未填,500,卖家未填,卖家未填,燕麦巧克力,特产零食品糖果 雅伯营养麦片燕麦巧克力500g 低糖结婚庆喜糖年货,"满39元,包邮",16.8,8.5,8.5,58.2,11067,75833,"644,581",20528,12614,40018389905,108942126,,点击查看,1900,,,品牌:?雅伯,生产许可证编号:350513010056==产品标准号:SB/T10402==厂名:晋江市恒祥食品有限公司==厂址:晋江市罗山社店工业南区96号==厂家联系方式:0595-88183072==配料表:玉米淀粉、白砂糖、麦片，代可可脂、==储藏方法:阴凉干燥处==保质期:365 天==食品添加剂:见包装==产品:喜糖==包装方式:包装==包装种类:袋装==重量(g):500==品牌:雅伯==系列:燕麦巧克力==是否含糖:含糖==产地:中国大陆==省份:福建省==城市:泉州市==是否为有机食品:否==,,,,,
天猫,乐此购食品专营店,天猫卖家,,江苏,苏州,江苏苏州,麦德好,其他/other,468,非手工,排块,营养燕麦片巧克力468g,正宗麦德好燕麦巧克力棒500营养低糖麦片酥特产年货（代可可脂）,"满58元,包邮",38.5,10.8,10.8,41.7,15088,58314,"629,791",142921,37573,36693489594,105986960,,点击查看,1900,,,品牌:?麦德好,生产许可证编号:350513010057==产品标准号:SB/T10402==厂名:福建省麦德好食品工业有限公司==厂址:晋江市罗山街道社店西南区147号==厂家联系方式:0512-66377777==配料表:面粉 玉米淀粉 白砂糖 玉米粉 麦芽精==储藏方法:阴凉、干燥处保存==保质期:365 天==产品名称:麦德好 营养燕麦片巧克力4...==包装方式:包装==包装种类:袋装==品牌:麦德好==系列:营养燕麦片巧克力468g==重量(g):468==巧克力品类:其他/other==巧克力价格:20-30元==是否含糖:含糖==产地:中国大陆==省份:福建省==城市:泉州市==是否含有代可可脂:是==成分含量:30%以下==巧克力制作工艺:非手工==形状:排块==,,,,,
天猫,俏嘴巴旗舰店,天猫卖家,,湖南,益阳,湖南益阳,俏嘴巴,卖家未填,500,卖家未填,卖家未填,巧克力燕麦,俏嘴巴燕麦巧克力棒500g低糖营养年货零食散装麦片喜糖果代可可脂,满138.6元减19.6元；满198元减28元,23.8,9.9,9.9,37.9,15624,59803,"592,050",15900,5712,35999067814,106996319,,点击查看,1900,,,品牌:?俏嘴巴,生产许可证编号:430113010046==产品标准号:SB/T10402==厂名:长沙市雨花区喜相连糖果厂==厂址:长沙市雨花区黎托乡潭阳村十组杨杰房屋==厂家联系方式:0737-3559988==配料表:玉米淀粉、白砂糖、燕麦、代可可脂、奶粉、乳糖、植物油==储藏方法:存放于阴凉干燥处==保质期:365 天==食品添加剂:食用香精、卵磷脂==产品:其他/other==包装方式:包装==包装种类:袋装==商品条形码:6939936692093==重量(g):500==品牌:俏嘴巴==系列:巧克力燕麦==是否含糖:含糖==产地:中国大陆==省份:湖南省==城市:长沙市==是否为有机食品:否==,,,,,
天猫超市,天猫超市,天猫超市,,上海,上海,上海,DANISA/皇冠,卖家未填,卖家未填,卖家未填,卖家未填,卖家未填,【天猫超市】印尼进口 年货礼盒  皇冠丹麦曲奇饼干 908g促销装,,115,89,89,173.4,3308,6446,"573,694",12507,4280,12310609861,101717810,,点击查看,1900,,,DANISA/皇冠,,,,,,
天猫,昊聚食品专营店,天猫卖家,,上海,上海,上海,卜珂,卖家未填,200,卖家未填,卖家未填,美国蔓越莓曲奇200g,卜珂美国蔓越莓曲奇饼干年货礼包美味休闲食品小吃点心零食生日礼,,26.8,8.8,8.8,25.2,22615,64787,"570,126",27467,19496,41679248900,73073908,,点击查看,1900,,,品牌:?卜珂,生产许可证编号:320524011870==厂名:苏州北纬拾贰度食品有限公司==厂址:江苏省苏州市太仓市城厢镇东仓北路188号==厂家联系方式:0512-53562772==配料表:可可粉、可可脂、可可液块、糖==储藏方法:低温、避光、防潮、密封==保质期:270 天==食品添加剂:无==产品名称:卜珂 美国蔓越莓曲奇200g==包装方式:包装==商品条形码:6955329200287==重量(g):200==糕点种类:曲奇饼干==品牌:卜珂==系列:美国蔓越莓曲奇200g==热销系列:其它==是否含糖:含糖==是否为有机食品:否==产地:中国大陆==省份:江苏省==是否进口:国产==,,,,,
天猫,贡副食品专营店,天猫卖家,,河南,焦作,河南焦作,Haoliyuan Food/好利源食品,卖家未填,500,卖家未填,卖家未填,脆皮鲜乳球 夹心软糖(什锦味)500g,结婚喜糖 好利源脆皮鲜乳球 夹心软糖奶糖500g 多味零食年货糖果,满59元减3元；满98元减5元,18,9.9,9.9,77,7365,57310,"567,369",12488,13694,42233704065,111890470,,点击查看,1900,,,品牌:?Haoliyuan Food/好利源食品,生产许可证编号:445113010628==厂名:广东好利源食品有限公司==厂址:潮安县庵埠镇仙溪工业区==厂家联系方式:13949668057==配料表:葡萄糖浆 白砂糖 乳清粉 奶粉 鲜牛奶 植脂末 乳粉 乳化剂 稳定剂等==储藏方法:请避免高温潮湿、直射日光，常温保存==保质期:365 天==食品添加剂:增稠剂 食用香精 食用色素==产品名称:Haoliyuan Food/好利源食...==产品:喜糖==包装方式:包装==包装种类:袋装==重量(g):500==品牌:Haoliyuan Food/好利源食品==系列:脆皮鲜乳球 夹心软糖(什锦味)500g==是否含糖:含糖==产地:中国大陆==省份:广东省==城市:潮州市==是否为有机食品:否==,,,,,
